FECHA (YYMMDD);HORA (HHMM);;
180205;1000;57;
180205;1100;46;
180205;1200;41;
180205;1300;33;
180205;1400;28;
180205;1500;30;
180205;1600;35;
180205;1700;40;
180205;1800;45;
180205;1900;50;
180205;2000;61;
180205;2100;76;
180205;2200;85;
180205;2300;85;
180206;0000;85;
180206;0100;85;
180206;0200;87;
180206;0300;90;
180206;0400;93;
180206;0500;96;
180206;0600;95;
180206;0700;90;
180206;0800;79;
180206;0900;61;
180206;1000;55;
180206;1100;59;
180206;1200;84;
180206;1300;80;
180206;1400;59;
180206;1500;46;
180206;1600;43;
180206;1700;45;
180206;1800;49;
180206;1900;60;
180206;2000;70;
180206;2100;77;
180206;2200;82;
180206;2300;84;
180207;0000;84;
180207;0100;88;
180207;0200;90;
180207;0300;93;
180207;0400;96;
180207;0500;98;
180207;0600;99;
180207;0700;99;
180207;0800;98;
180207;0900;77;
180207;1000;61;
180207;1100;52;
180207;1200;44;
180207;1300;40;
180207;1400;37;
180207;1500;42;
180207;1600;44;
180207;1700;50;
180207;1800;56;
180207;1900;65;
180207;2000;70;
180207;2100;79;
180207;2200;83;
180207;2300;88;
180208;0000;90;
180208;0100;91;
180208;0200;91;
180208;0300;90;
180208;0400;89;
180208;0500;88;
180208;0600;93;
180208;0700;90;
180208;0800;83;
180208;0900;76;
180208;1000;88;
180208;1100;76;
180208;1200;68;
180208;1300;57;
180208;1400;46;
180208;1500;46;
180208;1600;41;
180208;1700;42;
180208;1800;43;
180208;1900;52;
180208;2000;58;
180208;2100;65;
180208;2200;69;
180208;2300;77;
180209;0000;80;
180209;0100;84;
180209;0200;89;
180209;0300;90;
180209;0400;90;
180209;0500;91;
180209;0600;92;
180209;0700;91;
180209;0800;75;
180209;0900;60;
180209;1000;54;
180209;1100;51;
180209;1200;52;
180209;1300;52;
180209;1400;50;
180209;1500;47;
180209;1600;47;
180209;1700;48;
180209;1800;51;
180209;1900;59;
180209;2000;67;
180209;2100;73;
180209;2200;78;
180209;2300;80;
180210;0000;83;
180210;0100;86;
180210;0200;89;
180210;0300;91;
180210;0400;93;
180210;0500;93;
180210;0600;96;
180210;0700;94;
180210;0800;84;
180210;0900;68;
180210;1000;56;
180210;1100;49;
180210;1200;42;
180210;1300;39;
180210;1400;37;
180210;1500;35;
180210;1600;43;
180210;1700;46;
180210;1800;49;
180210;1900;55;
180210;2000;64;
180210;2100;68;
180210;2200;73;
180210;2300;76;
180211;0000;81;
180211;0100;81;
180211;0200;82;
180211;0300;83;
180211;0400;82;
180211;0500;84;
180211;0600;84;
180211;0700;77;
180211;0800;68;
180211;0900;57;
180211;1000;47;
180211;1100;39;
180211;1200;33;
180211;1300;26;
180211;1400;26;
180211;1500;30;
180211;1600;32;
180211;1700;34;
180211;1800;38;
180211;1900;45;
180211;2000;54;
180211;2100;60;
180211;2200;66;
180211;2300;70;
180212;0000;78;
180212;0100;84;
180212;0200;87;
180212;0300;91;
180212;0400;93;
180212;0500;94;
180212;0600;94;
180212;0700;92;
180212;0800;77;
180212;0900;62;
180212;1000;54;
180212;1100;45;
180212;1200;37;
180212;1300;29;
180212;1400;27;
180212;1500;29;
180212;1600;31;
180212;1700;34;
180212;1800;37;
180212;1900;46;
180212;2000;63;
180212;2100;74;
180212;2200;82;
180212;2300;86;
180213;0000;88;
180213;0100;92;
180213;0200;94;
180213;0300;95;
180213;0400;95;
180213;0500;95;
180213;0600;95;
180213;0700;95;
180213;0800;83;
180213;0900;69;
180213;1000;60;
180213;1100;51;
180213;1200;44;
180213;1300;39;
180213;1400;34;
180213;1500;34;
180213;1600;38;
180213;1700;43;
180213;1800;50;
180213;1900;57;
180213;2000;65;
180213;2100;82;
180213;2200;87;
180213;2300;87;
180214;0000;88;
180214;0100;90;
180214;0200;92;
180214;0300;94;
180214;0400;96;
180214;0500;96;
180214;0600;95;
180214;0700;92;
180214;0800;85;
180214;0900;74;
180214;1000;60;
180214;1100;47;
180214;1200;40;
180214;1300;31;
180214;1400;27;
180214;1500;30;
180214;1600;31;
180214;1700;34;
180214;1800;44;
180214;1900;66;
180214;2000;82;
180214;2100;87;
180214;2200;89;
180214;2300;90;
180215;0000;91;
180215;0100;94;
180215;0200;97;
180215;0300;99;
180215;0400;100;
180215;0500;100;
180215;0600;100;
180215;0700;100;
180215;0800;100;
180215;0900;92;
180215;1000;81;
180215;1100;70;
180215;1200;60;
180215;1300;52;
180215;1400;48;
180215;1500;47;
180215;1600;48;
180215;1700;54;
180215;1800;61;
180215;1900;68;
180215;2000;77;
180215;2100;82;
180215;2200;88;
180215;2300;89;
180216;0000;89;
180216;0100;89;
180216;0200;88;
180216;0300;88;
180216;0400;87;
180216;0500;88;
180216;0600;89;
180216;0700;89;
180216;0800;87;
180216;0900;84;
180216;1000;79;
180216;1100;69;
180216;1200;59;
180216;1300;51;
180216;1400;45;
180216;1500;41;
180216;1600;40;
180216;1700;47;
180216;1800;51;
180216;1900;61;
180216;2000;73;
180216;2100;81;
180216;2200;89;
180216;2300;93;
180217;0000;91;
180217;0100;89;
180217;0200;89;
180217;0300;89;
180217;0400;88;
180217;0500;88;
180217;0600;90;
180217;0700;92;
180217;0800;92;
180217;0900;91;
180217;1000;79;
180217;1100;66;
180217;1200;54;
180217;1300;49;
180217;1400;46;
180217;1500;42;
180217;1600;47;
180217;1700;51;
180217;1800;61;
180217;1900;69;
180217;2000;77;
180217;2100;84;
180217;2200;87;
180217;2300;88;
180218;0000;87;
180218;0100;88;
180218;0200;91;
180218;0300;92;
180218;0400;93;
180218;0500;90;
180218;0600;92;
180218;0700;93;
180218;0800;88;
180218;0900;77;
180218;1000;57;
180218;1100;51;
180218;1200;47;
180218;1300;45;
180218;1400;43;
180218;1500;42;
180218;1600;43;
180218;1700;47;
180218;1800;52;
180218;1900;63;
180218;2000;68;
180218;2100;72;
180218;2200;76;
180218;2300;78;
180219;0000;78;
180219;0100;80;
180219;0200;83;
180219;0300;86;
180219;0400;86;
180219;0500;86;
180219;0600;85;
180219;0700;82;
180219;0800;77;
180219;0900;63;
180219;1000;53;
180219;1100;50;
180219;1200;48;
180219;1300;77;
180219;1400;90;
180219;1500;96;
180219;1600;95;
180219;1700;96;
180219;1800;97;
180219;1900;98;
180219;2000;98;
180219;2100;99;
180219;2200;98;
180219;2300;98;
180220;0000;98;
180220;0100;97;
180220;0200;94;
180220;0300;93;
180220;0400;91;
180220;0500;89;
180220;0600;90;
180220;0700;92;
180220;0800;91;
180220;0900;78;
180220;1000;72;
180220;1100;62;
180220;1200;53;
180220;1300;47;
180220;1400;49;
180220;1500;44;
180220;1600;43;
180220;1700;40;
180220;1800;41;
180220;1900;51;
180220;2000;63;
180220;2100;66;
180220;2200;71;
180220;2300;73;
180221;0000;76;
180221;0100;77;
180221;0200;81;
180221;0300;86;
180221;0400;88;
180221;0500;92;
180221;0600;93;
180221;0700;91;
180221;0800;76;
180221;0900;60;
180221;1000;46;
