FECHA (YYMMDD);HORA (HHMM);;
180206;0600;0,3;
180206;0700;0,9;
180206;0800;1,3;
180206;0900;1,3;
180206;1000;1,7;
180206;1100;1,8;
180206;1200;2,7;
180206;1300;2,9;
180206;1400;3,2;
180206;1500;2,9;
180206;1600;2,5;
180206;1700;2,3;
180206;1800;1,8;
180206;1900;0,5;
180206;2000;0,4;
180206;2100;0,5;
180206;2200;0,5;
180206;2300;0,4;
180207;0000;0;
180207;0100;0;
180207;0200;0;
180207;0300;0;
180207;0400;0;
180207;0500;0;
180207;0600;0;
180207;0700;0,2;
180207;0800;0,3;
180207;0900;0,3;
180207;1000;1;
180207;1100;1,4;
180207;1200;1,4;
180207;1300;1,2;
180207;1400;2,7;
180207;1500;3,1;
180207;1600;3,1;
180207;1700;2,5;
180207;1800;2,1;
180207;1900;1,5;
180207;2000;0,6;
180207;2100;1,1;
180207;2200;0,9;
180207;2300;0,6;
180208;0000;0,2;
180208;0100;0,5;
180208;0200;0,4;
180208;0300;0,5;
180208;0400;0,4;
180208;0500;0,2;
180208;0600;0;
180208;0700;0,4;
180208;0800;0,4;
180208;0900;2;
180208;1000;2,6;
180208;1100;2,4;
180208;1200;3,3;
180208;1300;3;
180208;1400;3,3;
180208;1500;4;
180208;1600;3,3;
180208;1700;2,4;
180208;1800;2,3;
180208;1900;0,9;
180208;2000;0,1;
180208;2100;0,5;
180208;2200;0,3;
180208;2300;0,2;
180209;0000;0;
180209;0100;0,1;
180209;0200;0;
180209;0300;0;
180209;0400;0;
180209;0500;0;
180209;0600;0,1;
180209;0700;0;
180209;0800;0;
180209;0900;0,3;
180209;1000;1,5;
180209;1100;1,5;
180209;1200;2,1;
180209;1300;2,4;
180209;1400;3,3;
180209;1500;3,5;
180209;1600;3;
180209;1700;3,1;
180209;1800;2,7;
180209;1900;2,1;
180209;2000;1,1;
180209;2100;0,2;
180209;2200;0,1;
180209;2300;0;
180210;0000;0;
180210;0100;0;
180210;0200;0;
180210;0300;0;
180210;0400;0;
180210;0500;0;
180210;0600;0;
180210;0700;0,1;
180210;0800;0,4;
180210;0900;1,4;
180210;1000;1,6;
